Point ID,vel_0,vel_1
0,0.0136834,0.0136834
1,0.0138686,0.0138686
2,0.0140529,0.0140529
3,0.0138686,0.0138686
4,0.0137285,0.0137285
5,0.0139134,0.0139134
6,0.0139134,0.0139134
7,0.0137285,0.0137285
8,0.0137735,0.0137735
9,0.0144509,0.0144509
10,0.0146335,0.0146335
11,0.0141088,0.0141088
12,0.0144952,0.0144952
13,0.0142923,0.0142923
14,0.0141534,0.0141534
15,0.0154316,0.0154316
16,0.0156124,0.0156124
17,0.0148933,0.0148933
18,0.0154754,0.0154754
19,0.015075,0.015075
20,0.0149374,0.0149374
21,0.0167665,0.0167665
22,0.0169457,0.0169457
23,0.016059,0.016059
24,0.0168097,0.0168097
25,0.0162389,0.0162389
26,0.0161025,0.0161025
27,0.0183805,0.0183805
28,0.0185589,0.0185589
29,0.017544,0.017544
30,0.0184234,0.0184234
31,0.0177227,0.0177227
32,0.017587,0.017587
33,0.020186,0.020186
34,0.0203638,0.0203638
35,0.0192649,0.0192649
36,0.0202285,0.0202285
37,0.019443,0.019443
38,0.0193076,0.0193076
39,0.0220958,0.0220958
40,0.0222734,0.0222734
41,0.021133,0.021133
42,0.022138,0.022138
43,0.0213107,0.0213107
44,0.0211754,0.0211754
45,0.0240327,0.0240327
46,0.0242101,0.0242101
47,0.0230651,0.0230651
48,0.0240747,0.0240747
49,0.0232426,0.0232426
50,0.0231073,0.0231073
51,0.0259337,0.0259337
52,0.0261108,0.0261108
53,0.0249911,0.0249911
54,0.0259755,0.0259755
55,0.0251683,0.0251683
56,0.0250329,0.0250329
57,0.0277506,0.0277506
58,0.0279271,0.0279271
59,0.0268552,0.0268552
60,0.027792,0.027792
61,0.0270319,0.0270319
62,0.0268967,0.0268967
63,0.0294482,0.0294482
64,0.0296239,0.0296239
65,0.0286161,0.0286161
66,0.0294892,0.0294892
67,0.0287922,0.0287922
68,0.0286572,0.0286572
69,0.0310021,0.0310021
70,0.031177,0.031177
71,0.0302443,0.0302443
72,0.0310427,0.0310427
73,0.0304196,0.0304196
74,0.0302851,0.0302851
75,0.0323954,0.0323954
76,0.0325695,0.0325695
77,0.0317196,0.0317196
78,0.0324357,0.0324357
79,0.0318941,0.0318941
80,0.0317601,0.0317601
81,0.0336161,0.0336161
82,0.0337897,0.0337897
83,0.0330279,0.0330279
84,0.0336561,0.0336561
85,0.0332018,0.0332018
86,0.0330681,0.0330681
87,0.0346546,0.0346546
88,0.0348282,0.0348282
89,0.0341586,0.0341586
90,0.0346945,0.0346945
91,0.0343322,0.0343322
92,0.0341986,0.0341986
93,0.0355019,0.0355019
94,0.0356761,0.0356761
95,0.0351027,0.0351027
96,0.0355418,0.0355418
97,0.0352765,0.0352765
98,0.0351426,0.0351426
99,0.036148,0.036148
100,0.0363238,0.0363238
101,0.0358508,0.0358508
102,0.0361882,0.0361882
103,0.0360257,0.0360257
104,0.0358908,0.0358908
105,0.0365806,0.0365806
106,0.0367592,0.0367592
107,0.0363918,0.0363918
108,0.0366215,0.0366215
109,0.0365689,0.0365689
110,0.0364324,0.0364324
111,0.0367841,0.0367841
112,0.036967,0.036967
113,0.0367122,0.0367122
114,0.0368259,0.0368259
115,0.0368927,0.0368927
116,0.0367535,0.0367535
117,0.0367377,0.0367377
118,0.0369268,0.0369268
119,0.0367937,0.0367937
120,0.0367809,0.0367809
121,0.0369794,0.0369794
122,0.0368361,0.0368361
123,0.0364139,0.0364139
124,0.0366117,0.0366117
125,0.0366125,0.0366125
126,0.0364592,0.0364592
127,0.0368056,0.0368056
128,0.0366567,0.0366567
129,0.0357766,0.0357766
130,0.035986,0.035986
131,0.0361371,0.0361371
132,0.0358246,0.0358246
133,0.0363403,0.0363403
134,0.0361837,0.0361837
135,0.0347789,0.0347789
136,0.0350037,0.0350037
137,0.0353262,0.0353262
138,0.0348307,0.0348307
139,0.0355427,0.0355427
140,0.0353759,0.0353759
141,0.0333639,0.0333639
142,0.0336085,0.0336085
143,0.0341275,0.0341275
144,0.0334204,0.0334204
145,0.0343616,0.0343616
146,0.0341814,0.0341814
147,0.0314694,0.0314694
148,0.031739,0.031739
149,0.0324803,0.0324803
150,0.031532,0.031532
151,0.0327368,0.0327368
152,0.0325397,0.0325397
153,0.0290431,0.0290431
154,0.0293419,0.0293419
155,0.030325,0.030325
156,0.029113,0.029113
157,0.0306087,0.0306087
158,0.0303911,0.0303911
159,0.0260685,0.0260685
160,0.0263983,0.0263983
161,0.027623,0.027623
162,0.0261462,0.0261462
163,0.0279374,0.0279374
164,0.0276968,0.0276968
165,0.0225994,0.0225994
166,0.0229563,0.0229563
167,0.0243887,0.0243887
168,0.0226843,0.0226843
169,0.0247331,0.0247331
170,0.0244702,0.0244702
171,0.0187873,0.0187873
172,0.0191586,0.0191586
173,0.0207227,0.0207227
174,0.0188764,0.0188764
175,0.021089,0.021089
176,0.0208102,0.0208102
177,0.0148779,0.0148779
178,0.0152421,0.0152421
179,0.0168267,0.0168267
180,0.014966,0.014966
181,0.0171976,0.0171976
182,0.016916,0.016916
183,0.0111644,0.0111644
184,0.0114955,0.0114955
185,0.0129786,0.0129786
186,0.0112451,0.0112451
187,0.0133295,0.0133295
188,0.0130638,0.0130638
189,0.00791038,0.00791038
190,0.00818611,0.00818611
191,0.00946675,0.00946675
192,0.00797801,0.00797801
193,0.00977241,0.00977241
194,0.0095415,0.0095415
195,0.00528207,0.00528207
196,0.00549112,0.00549112
197,0.00651256,0.00651256
198,0.00533361,0.00533361
199,0.00675552,0.00675552
200,0.00657232,0.00657232
201,0.00332172,0.00332172
202,0.00346594,0.00346594
203,0.00422034,0.00422034
204,0.00335742,0.00335742
205,0.00439602,0.00439602
206,0.00426375,0.00426375
207,0.00196738,0.00196738
208,0.00205819,0.00205819
209,0.00257559,0.00257559
210,0.00198993,0.00198993
211,0.00269131,0.00269131
212,0.00260428,0.00260428
213,0.00109778,0.00109778
214,0.00115024,0.00115024
215,0.00148057,0.00148057
216,0.00111083,0.00111083
217,0.00155032,0.00155032
218,0.00149791,0.00149791
219,0.000577262,0.000577262
220,0.000605229,0.000605229
221,0.000801958,0.000801958
222,0.000584232,0.000584232
223,0.000840634,0.000840634
224,0.000811589,0.000811589
225,0.000286123,0.000286123
226,0.000299956,0.000299956
227,0.000409405,0.000409405
228,0.000289574,0.000289574
229,0.000429253,0.000429253
230,0.000414354,0.000414354
231,0.000133686,0.000133686
232,0.000140066,0.000140066
233,0.000197013,0.000197013
234,0.00013528,0.00013528
235,0.000206487,0.000206487
236,0.000199377,0.000199377
237,5.88819e-05,5.88819e-05
238,6.16347e-05,6.16347e-05
239,8.93694e-05,8.93694e-05
240,5.95699e-05,5.95699e-05
241,9.35937e-05,9.35937e-05
242,9.04248e-05,9.04248e-05
243,2.4447e-05,2.4447e-05
244,2.55617e-05,2.55617e-05
245,3.82147e-05,3.82147e-05
246,2.47258e-05,2.47258e-05
247,3.99798e-05,3.99798e-05
248,3.86561e-05,3.86561e-05
249,9.5679e-06,9.5679e-06
250,9.99239e-06,9.99239e-06
251,1.54032e-05,1.54032e-05
252,9.67414e-06,9.67414e-06
253,1.60961e-05,1.60961e-05
254,1.55765e-05,1.55765e-05
255,3.53002e-06,3.53002e-06
256,3.68228e-06,3.68228e-06
257,5.85239e-06,5.85239e-06
258,3.56815e-06,3.56815e-06
259,6.1084e-06,6.1084e-06
260,5.91648e-06,5.91648e-06
261,1.22789e-06,1.22789e-06
262,1.27939e-06,1.27939e-06
263,2.0962e-06,2.0962e-06
264,1.24079e-06,1.24079e-06
265,2.18535e-06,2.18535e-06
266,2.11853e-06,2.11853e-06
267,4.02765e-07,4.02765e-07
268,4.19209e-07,4.19209e-07
269,7.0791e-07,7.0791e-07
270,4.06886e-07,4.06886e-07
271,7.37198e-07,7.37198e-07
272,7.15249e-07,7.15249e-07
273,1.2462e-07,1.2462e-07
274,1.2958e-07,1.2958e-07
275,2.25464e-07,2.25464e-07
276,1.25864e-07,1.25864e-07
277,2.34549e-07,2.34549e-07
278,2.27741e-07,2.27741e-07
279,3.63875e-08,3.63875e-08
280,3.78013e-08,3.78013e-08
281,6.77455e-08,6.77455e-08
282,3.67421e-08,3.67421e-08
283,7.04086e-08,7.04086e-08
284,6.84134e-08,6.84134e-08
285,1.00315e-08,1.00315e-08
286,1.04127e-08,1.04127e-08
287,1.92129e-08,1.92129e-08
288,1.01272e-08,1.01272e-08
289,1.99509e-08,1.99509e-08
290,1.9398e-08,1.9398e-08
291,2.61288e-09,2.61288e-09
292,2.71015e-09,2.71015e-09
293,5.14592e-09,5.14592e-09
294,2.63729e-09,2.63729e-09
295,5.33939e-09,5.33939e-09
296,5.19447e-09,5.19447e-09
297,6.43487e-10,6.43487e-10
298,6.66994e-10,6.66994e-10
299,1.30256e-09,1.30256e-09
300,6.49388e-10,6.49388e-10
301,1.35057e-09,1.35057e-09
302,1.31461e-09,1.31461e-09
303,1.49974e-10,1.49974e-10
304,1.55359e-10,1.55359e-10
305,3.11854e-10,3.11854e-10
306,1.51326e-10,1.51326e-10
307,3.23143e-10,3.23143e-10
308,3.14688e-10,3.14688e-10
309,3.31121e-11,3.31121e-11
310,3.42822e-11,3.42822e-11
311,7.06861e-11,7.06861e-11
312,3.34059e-11,3.34059e-11
313,7.32029e-11,7.32029e-11
314,7.1318e-11,7.1318e-11
315,6.93331e-12,6.93331e-12
316,7.17475e-12,7.17475e-12
317,1.51848e-11,1.51848e-11
318,6.99394e-12,6.99394e-12
319,1.57172e-11,1.57172e-11
320,1.53185e-11,1.53185e-11
321,1.37851e-12,1.37851e-12
322,1.42588e-12,1.42588e-12
323,3.09515e-12,3.09515e-12
324,1.39041e-12,1.39041e-12
325,3.20217e-12,3.20217e-12
326,3.12202e-12,3.12202e-12
327,2.60598e-13,2.60598e-13
328,2.69442e-13,2.69442e-13
329,5.99385e-13,5.99385e-13
330,2.6282e-13,2.6282e-13
331,6.19844e-13,6.19844e-13
332,6.04524e-13,6.04524e-13
333,4.69067e-14,4.69067e-14
334,4.84806e-14,4.84806e-14
335,1.10427e-13,1.10427e-13
336,4.73021e-14,4.73021e-14
337,1.14152e-13,1.14152e-13
338,1.11362e-13,1.11362e-13
339,8.05097e-15,8.05097e-15
340,8.31826e-15,8.31826e-15
341,1.93827e-14,1.93827e-14
342,8.11812e-15,8.11812e-15
343,2.00293e-14,2.00293e-14
344,1.95451e-14,1.95451e-14
345,1.32028e-15,1.32028e-15
346,1.36369e-15,1.36369e-15
347,3.24643e-15,3.24643e-15
348,1.33119e-15,1.33119e-15
349,3.35364e-15,3.35364e-15
350,3.27336e-15,3.27336e-15
351,2.11386e-16,2.11386e-16
352,2.18271e-16,2.18271e-16
353,5.21211e-16,5.21211e-16
354,2.13116e-16,2.13116e-16
355,5.38261e-16,5.38261e-16
356,5.25495e-16,5.25495e-16
357,6.2159e-17,6.2159e-17
358,6.41669e-17,6.41669e-17
359,9.12859e-17,9.12859e-17
360,6.26635e-17,6.26635e-17
361,9.42429e-17,9.42429e-17
362,9.20289e-17,9.20289e-17
363,0.0146335,0.0146335
364,0.0144509,0.0144509
365,0.0142923,0.0142923
366,0.0144952,0.0144952
367,0.0141088,0.0141088
368,0.0141534,0.0141534
369,0.0152108,0.0152108
370,0.0148713,0.0148713
371,0.0148713,0.0148713
372,0.014531,0.014531
373,0.0161873,0.0161873
374,0.0158488,0.0158488
375,0.0156509,0.0156509
376,0.0153121,0.0153121
377,0.0175206,0.0175206
378,0.0171815,0.0171815
379,0.0168135,0.0168135
380,0.0164749,0.0164749
381,0.0191365,0.0191365
382,0.0187951,0.0187951
383,0.0182986,0.0182986
384,0.0179586,0.0179586
385,0.0209465,0.0209465
386,0.0206012,0.0206012
387,0.0200229,0.0200229
388,0.0196797,0.0196797
389,0.0228624,0.0228624
390,0.0225125,0.0225125
391,0.0218965,0.0218965
392,0.0215489,0.0215489
393,0.0248058,0.0248058
394,0.0244509,0.0244509
395,0.0238351,0.0238351
396,0.0234826,0.0234826
397,0.0267127,0.0267127
398,0.0263532,0.0263532
399,0.0257673,0.0257673
400,0.0254099,0.0254099
401,0.0285343,0.0285343
402,0.0281706,0.0281706
403,0.0276367,0.0276367
404,0.027275,0.027275
405,0.0302354,0.0302354
406,0.0298683,0.0298683
407,0.0294017,0.0294017
408,0.0290362,0.0290362
409,0.0317919,0.0317919
410,0.0314219,0.0314219
411,0.0310329,0.0310329
412,0.0306643,0.0306643
413,0.0331876,0.0331876
414,0.032815,0.032815
415,0.0325106,0.0325106
416,0.0321393,0.0321393
417,0.034411,0.034411
418,0.0340358,0.0340358
419,0.0338214,0.0338214
420,0.0334475,0.0334475
421,0.0354537,0.0354537
422,0.0350754,0.0350754
423,0.0349554,0.0349554
424,0.0345788,0.0345788
425,0.0363075,0.0363075
426,0.0359252,0.0359252
427,0.0359047,0.0359047
428,0.0355246,0.0355246
429,0.0369635,0.0369635
430,0.0365759,0.0365759
431,0.0366609,0.0366609
432,0.0362761,0.0362761
433,0.0374108,0.0374108
434,0.0370157,0.0370157
435,0.0372141,0.0372141
436,0.036823,0.036823
437,0.0376349,0.0376349
438,0.0372299,0.0372299
439,0.0375518,0.0375518
440,0.0371521,0.0371521
441,0.0376167,0.0376167
442,0.0371984,0.0371984
443,0.0376575,0.0376575
444,0.0372463,0.0372463
445,0.0373309,0.0373309
446,0.0368951,0.0368951
447,0.0375091,0.0375091
448,0.0370827,0.0370827
449,0.0367435,0.0367435
450,0.0362851,0.0362851
451,0.0370774,0.0370774
452,0.036631,0.036631
453,0.0358107,0.0358107
454,0.0353231,0.0353231
455,0.0363235,0.0363235
456,0.0358513,0.0358513
457,0.034478,0.034478
458,0.0339539,0.0339539
459,0.0351981,0.0351981
460,0.0346932,0.0346932
461,0.0326843,0.0326843
462,0.0321161,0.0321161
463,0.0336426,0.0336426
464,0.0330973,0.0330973
465,0.0303736,0.0303736
466,0.0297555,0.0297555
467,0.0315964,0.0315964
468,0.0310036,0.0310036
469,0.0275172,0.0275172
470,0.0268493,0.0268493
471,0.0290135,0.0290135
472,0.0283699,0.0283699
473,0.0241446,0.0241446
474,0.0234378,0.0234378
475,0.0258904,0.0258904
476,0.0252008,0.0252008
477,0.0203728,0.0203728
478,0.019653,0.019653
479,0.0222974,0.0222974
480,0.0215799,0.0215799
481,0.0164136,0.0164136
482,0.0157212,0.0157212
483,0.0184001,0.0184001
484,0.0176883,0.0176883
485,0.0125456,0.0125456
486,0.0119263,0.0119263
487,0.0144498,0.0144498
488,0.0137884,0.0137884
489,0.00905061,0.00905061
490,0.00854166,0.00854166
491,0.0107359,0.0107359
492,0.0101682,0.0101682
493,0.00614063,0.00614063
494,0.00575876,0.00575876
495,0.00751361,0.00751361
496,0.00706762,0.00706762
497,0.00391077,0.00391077
498,0.00364954,0.00364954
499,0.00493975,0.00493975
500,0.00462026,0.00462026
501,0.00233662,0.00233662
502,0.00217328,0.00217328
503,0.00304713,0.00304713
504,0.00283828,0.00283828
505,0.00131027,0.00131027
506,0.00121649,0.00121649
507,0.0017636,0.0017636
508,0.00163855,0.00163855
509,0.000690158,0.000690158
510,0.000640443,0.000640443
511,0.000958344,0.000958344
512,0.000889402,0.000889402
513,0.000341798,0.000341798
514,0.000317331,0.000317331
515,0.000489402,0.000489402
516,0.000454211,0.000454211
517,0.000159289,0.000159289
518,0.00014806,0.00014806
519,0.000235087,0.000235087
520,0.000218372,0.000218372
521,6.99008e-05,6.99008e-05
522,6.50774e-05,6.50774e-05
523,0.0001063,0.0001063
524,9.88818e-05,9.88818e-05
525,2.88982e-05,2.88982e-05
526,2.69532e-05,2.69532e-05
527,4.52714e-05,4.52714e-05
528,4.21852e-05,4.21852e-05
529,1.12592e-05,1.12592e-05
530,1.05214e-05,1.05214e-05
531,1.81669e-05,1.81669e-05
532,1.69603e-05,1.69603e-05
533,4.13546e-06,4.13546e-06
534,3.87175e-06,3.87175e-06
535,6.87136e-06,6.87136e-06
536,6.4272e-06,6.4272e-06
537,1.43231e-06,1.43231e-06
538,1.34339e-06,1.34339e-06
539,2.45035e-06,2.45035e-06
540,2.29621e-06,2.29621e-06
541,4.67928e-07,4.67928e-07
542,4.3962e-07,4.3962e-07
543,8.2406e-07,8.2406e-07
544,7.73571e-07,7.73571e-07
545,1.44245e-07,1.44245e-07
546,1.35729e-07,1.35729e-07
547,2.61439e-07,2.61439e-07
548,2.45819e-07,2.45819e-07
549,4.19748e-08,4.19748e-08
550,3.95525e-08,3.95525e-08
551,7.8276e-08,7.8276e-08
552,7.37086e-08,7.37086e-08
553,1.15364e-08,1.15364e-08
554,1.08845e-08,1.08845e-08
555,2.21276e-08,2.21276e-08
556,2.08646e-08,2.08646e-08
557,2.9965e-09,2.9965e-09
558,2.83045e-09,2.83045e-09
559,5.90927e-09,5.90927e-09
560,5.57875e-09,5.57875e-09
561,7.36118e-10,7.36118e-10
562,6.96048e-10,6.96048e-10
563,1.49184e-09,1.49184e-09
564,1.40994e-09,1.40994e-09
565,1.71177e-10,1.71177e-10
566,1.6201e-10,1.6201e-10
567,3.56323e-10,3.56323e-10
568,3.37092e-10,3.37092e-10
569,3.77167e-11,3.77167e-11
570,3.57269e-11,3.57269e-11
571,8.05931e-11,8.05931e-11
572,7.63111e-11,7.63111e-11
573,7.88299e-12,7.88299e-12
574,7.47276e-12,7.47276e-12
575,1.72796e-11,1.72796e-11
576,1.63745e-11,1.63745e-11
577,1.56473e-12,1.56473e-12
578,1.48432e-12,1.48432e-12
579,3.51599e-12,3.51599e-12
580,3.33424e-12,3.33424e-12
581,2.95356e-13,2.95356e-13
582,2.80351e-13,2.80351e-13
583,6.79806e-13,6.79806e-13
584,6.45085e-13,6.45085e-13
585,5.309e-14,5.309e-14
586,5.04214e-14,5.04214e-14
587,1.25063e-13,1.25063e-13
588,1.18746e-13,1.18746e-13
589,9.10081e-15,9.10081e-15
590,8.64782e-15,8.64782e-15
591,2.19229e-14,2.19229e-14
592,2.08267e-14,2.08267e-14
593,1.49072e-15,1.49072e-15
594,1.41719e-15,1.41719e-15
595,3.66747e-15,3.66747e-15
596,3.48581e-15,3.48581e-15
597,2.38413e-16,2.38413e-16
598,2.26756e-16,2.26756e-16
599,5.88152e-16,5.88152e-16
600,5.59276e-16,5.59276e-16
601,7.00405e-17,7.00405e-17
602,6.66414e-17,6.66414e-17
603,1.02894e-16,1.02894e-16
604,9.78872e-17,9.78872e-17
605,0.0156124,0.0156124
606,0.0154316,0.0154316
607,0.015075,0.015075
608,0.0154754,0.0154754
609,0.0148933,0.0148933
610,0.0149374,0.0149374
611,0.0161873,0.0161873
612,0.0156509,0.0156509
613,0.0158488,0.0158488
614,0.0153121,0.0153121
615,0.0171651,0.0171651
616,0.0166273,0.0166273
617,0.0166273,0.0166273
618,0.0160907,0.0160907
619,0.0185058,0.0185058
620,0.0179631,0.0179631
621,0.0177941,0.0177941
622,0.0172544,0.0172544
623,0.0201359,0.0201359
624,0.0195843,0.0195843
625,0.0192901,0.0192901
626,0.0187435,0.0187435
627,0.0219658,0.0219658
628,0.0214019,0.0214019
629,0.0210317,0.0210317
630,0.0204743,0.0204743
631,0.0239051,0.0239051
632,0.0233268,0.0233268
633,0.0229271,0.0229271
634,0.0223562,0.0223562
635,0.0258733,0.0258733
636,0.0252798,0.0252798
637,0.0248901,0.0248901
638,0.0243042,0.0243042
639,0.0278046,0.0278046
640,0.0271959,0.0271959
641,0.0268471,0.0268471
642,0.0262458,0.0262458
643,0.0296488,0.0296488
644,0.0290259,0.0290259
645,0.0287401,0.0287401
646,0.0281242,0.0281242
647,0.0313704,0.0313704
648,0.0307345,0.0307345
649,0.0305267,0.0305267
650,0.0298971,0.0298971
651,0.0329451,0.0329451
652,0.0322976,0.0322976
653,0.0321772,0.0321772
654,0.0315354,0.0315354
655,0.0343572,0.0343572
656,0.0336992,0.0336992
657,0.0336722,0.0336722
658,0.0330193,0.0330193
659,0.0355965,0.0355965
660,0.0349284,0.0349284
661,0.034999,0.034999
662,0.0343358,0.0343358
663,0.0366553,0.0366553
664,0.0359771,0.0359771
665,0.0361489,0.0361489
666,0.0354757,0.0354757
667,0.037527,0.037527
668,0.0368379,0.0368379
669,0.037115,0.037115
670,0.0364315,0.0364315
671,0.0382042,0.0382042
672,0.0375025,0.0375025
673,0.0378904,0.0378904
674,0.0371953,0.0371953
675,0.0386774,0.0386774
676,0.0379607,0.0379607
677,0.038467,0.038467
678,0.0377582,0.0377582
679,0.038934,0.038934
680,0.0381988,0.0381988
681,0.0388337,0.0388337
682,0.0381083,0.0381083
683,0.0389571,0.0389571
684,0.0381988,0.0381988
685,0.038976,0.038976
686,0.0382299,0.0382299
687,0.0387236,0.0387236
688,0.0379362,0.0379362
689,0.0388742,0.0388742
690,0.0381022,0.0381022
691,0.0382025,0.0382025
692,0.0373787,0.0373787
693,0.0385013,0.0385013
694,0.0376968,0.0376968
695,0.0373526,0.0373526
696,0.0364835,0.0364835
697,0.0378216,0.0378216
698,0.0369764,0.0369764
699,0.0361218,0.0361218
700,0.0351973,0.0351973
701,0.0367885,0.0367885
702,0.035893,0.035893
703,0.0344487,0.0344487
704,0.033459,0.033459
705,0.0353445,0.0353445
706,0.0343886,0.0343886
707,0.0322711,0.0322711
708,0.0312099,0.0312099
709,0.0334265,0.0334265
710,0.0324014,0.0324014
711,0.029544,0.029544
712,0.0284138,0.0284138
713,0.0309777,0.0309777
714,0.0298808,0.0298808
715,0.0262667,0.0262667
716,0.0250865,0.0250865
717,0.0279714,0.0279714
718,0.0268126,0.0268126
719,0.0225149,0.0225149
720,0.0213258,0.0213258
721,0.0244416,0.0244416
722,0.0232503,0.0232503
723,0.0184622,0.0184622
724,0.0173262,0.0173262
725,0.0205114,0.0205114
726,0.0193401,0.0193401
727,0.0143718,0.0143718
728,0.0133594,0.0133594
729,0.0164028,0.0164028
730,0.01532,0.01532
731,0.010549,0.010549
732,0.00971816,0.00971816
733,0.0124083,0.0124083
734,0.0114811,0.0114811
735,0.00726377,0.00726377
736,0.00664085,0.00664085
737,0.00882594,0.00882594
738,0.00809818,0.00809818
739,0.00467806,0.00467806
740,0.0042525,0.0042525
741,0.00587888,0.00587888
742,0.00535799,0.00535799
743,0.00281526,0.00281526
744,0.0025499,0.0025499
745,0.00365994,0.00365994
746,0.00332011,0.00332011
747,0.00158415,0.00158415
748,0.00143244,0.00143244
749,0.00212947,0.00212947
750,0.00192671,0.00192671
751,0.000834733,0.000834733
752,0.000754753,0.000754753
753,0.00115928,0.00115928
754,0.00104805,0.00104805
755,0.000412599,0.000412599
756,0.000373491,0.000373491
757,0.000591495,0.000591495
758,0.000535058,0.000535058
759,0.000191614,0.000191614
760,0.000173788,0.000173788
761,0.000283332,0.000283332
762,0.000256705,0.000256705
763,8.37143e-05,8.37143e-05
764,7.61099e-05,7.61099e-05
765,0.000127599,0.000127599
766,0.000115864,0.000115864
767,3.444e-05,3.444e-05
768,3.13943e-05,3.13943e-05
769,5.40868e-05,5.40868e-05
770,4.9238e-05,4.9238e-05
771,1.33512e-05,1.33512e-05
772,1.22034e-05,1.22034e-05
773,2.15963e-05,2.15963e-05
774,1.97131e-05,1.97131e-05
775,4.87982e-06,4.87982e-06
776,4.47202e-06,4.47202e-06
777,8.12781e-06,8.12781e-06
778,7.43895e-06,7.43895e-06
779,1.68226e-06,1.68226e-06
780,1.54552e-06,1.54552e-06
781,2.88452e-06,2.88452e-06
782,2.64683e-06,2.64683e-06
783,5.47207e-07,5.47207e-07
784,5.0389e-07,5.0389e-07
785,9.65707e-07,9.65707e-07
786,8.88265e-07,8.88265e-07
787,1.68015e-07,1.68015e-07
788,1.55042e-07,1.55042e-07
789,3.05107e-07,3.05107e-07
790,2.81261e-07,2.81261e-07
791,4.87162e-08,4.87162e-08
792,4.50406e-08,4.50406e-08
793,9.1005e-08,9.1005e-08
794,8.40614e-08,8.40614e-08
795,1.33458e-08,1.33458e-08
796,1.23601e-08,1.23601e-08
797,2.56381e-08,2.56381e-08
798,2.37249e-08,2.37249e-08
799,3.45643e-09,3.45643e-09
800,3.20607e-09,3.20607e-09
801,6.82576e-09,6.82576e-09
802,6.32669e-09,6.32669e-09
803,8.46897e-10,8.46897e-10
804,7.86634e-10,7.86634e-10
805,1.71847e-09,1.71847e-09
806,1.59515e-09,1.59515e-09
807,1.96479e-10,1.96479e-10
808,1.82722e-10,1.82722e-10
809,4.09443e-10,4.09443e-10
810,3.80555e-10,3.80555e-10
811,4.32013e-11,4.32013e-11
812,4.02208e-11,4.02208e-11
813,9.24035e-11,9.24035e-11
814,8.5984e-11,8.5984e-11
815,9.01234e-12,9.01234e-12
816,8.39888e-12,8.39888e-12
817,1.97726e-11,1.97726e-11
818,1.84181e-11,1.84181e-11
819,1.78588e-12,1.78588e-12
820,1.66579e-12,1.66579e-12
821,4.01609e-12,4.01609e-12
822,3.74449e-12,3.74449e-12
823,3.36584e-13,3.36584e-13
824,3.14204e-13,3.14204e-13
825,7.7525e-13,7.7525e-13
826,7.23432e-13,7.23432e-13
827,6.0417e-14,6.0417e-14
828,5.64406e-14,5.64406e-14
829,1.42414e-13,1.42414e-13
830,1.32996e-13,1.32996e-13
831,1.03438e-14,1.03438e-14
832,9.66936e-15,9.66936e-15
833,2.49314e-14,2.49314e-14
834,2.32989e-14,2.32989e-14
835,1.69237e-15,1.69237e-15
836,1.58298e-15,1.58298e-15
837,4.16575e-15,4.16575e-15
838,3.89542e-15,3.89542e-15
839,2.70367e-16,2.70367e-16
840,2.53036e-16,2.53036e-16
841,6.67319e-16,6.67319e-16
842,6.24377e-16,6.24377e-16
843,7.93538e-17,7.93538e-17
844,7.43031e-17,7.43031e-17
845,1.16612e-16,1.16612e-16
846,1.09172e-16,1.09172e-16
847,0.0169457,0.0169457
848,0.0167665,0.0167665
849,0.0162389,0.0162389
850,0.0168097,0.0168097
851,0.016059,0.016059
852,0.0161025,0.0161025
853,0.0175206,0.0175206
854,0.0168135,0.0168135
855,0.0171815,0.0171815
856,0.0164749,0.0164749
857,0.0185058,0.0185058
858,0.0177941,0.0177941
859,0.0179631,0.0179631
860,0.0172544,0.0172544
861,0.0198652,0.0198652
862,0.0191427,0.0191427
863,0.0191427,0.0191427
864,0.0184264,0.0184264
865,0.021526,0.021526
866,0.0207859,0.0207859
867,0.0206635,0.0206635
868,0.0199329,0.0199329
869,0.0233968,0.0233968
870,0.0226334,0.0226334
871,0.0224411,0.0224411
872,0.02169,0.02169
873,0.0253843,0.0253843
874,0.0245934,0.0245934
875,0.0243815,0.0243815
876,0.0236047,0.0236047
877,0.0274043,0.0274043
878,0.0265837,0.0265837
879,0.0263949,0.0263949
880,0.0255893,0.0255893
881,0.0293877,0.0293877
882,0.0285371,0.0285371
883,0.0284042,0.0284042
884,0.0275686,0.0275686
885,0.0312823,0.0312823
886,0.0304026,0.0304026
887,0.0303488,0.0303488
888,0.0294834,0.0294834
889,0.0330508,0.0330508
890,0.0321437,0.0321437
891,0.0321841,0.0321841
892,0.0312904,0.0312904
893,0.0346687,0.0346687
894,0.0337364,0.0337364
895,0.0338797,0.0338797
896,0.0329598,0.0329598
897,0.0361205,0.0361205
898,0.0351649,0.0351649
899,0.0354161,0.0354161
900,0.0344719,0.0344719
901,0.0373969,0.0373969
902,0.0364195,0.0364195
903,0.0367811,0.0367811
904,0.0358144,0.0358144
905,0.0384918,0.0384918
906,0.0374935,0.0374935
907,0.0379673,0.0379673
908,0.0369795,0.0369795
909,0.0394002,0.0394002
910,0.0383808,0.0383808
911,0.0389696,0.0389696
912,0.0379608,0.0379608
913,0.0401167,0.0401167
914,0.0390751,0.0390751
915,0.0397828,0.0397828
916,0.0387525,0.0387525
917,0.0406341,0.0406341
918,0.0395679,0.0395679
919,0.0404008,0.0404008
920,0.0393473,0.0393473
921,0.0409422,0.0409422
